lote,veredicto,motivo,institucion,dominio_responde,dominio_real,nombre_real,nombre_coincide,url_programas,cantidad,niveles,tipo,alerta
12,inservible,no es una institución (agencia),Oxford Royale,si,www.oxford-royale.com,Oxford Royale Academy (opera como Oxford Programs Limited en UK y OR Education Inc. en USA),parcial,https://www.oxford-royale.com/courses,"53 (""Showing 53 of 53 courses"")","Cursos de verano / enriquecimiento academico para edades 12-15, 13-15, 16-18 y 19-23. Sin credito academico",agencia,"El propio sitio declara que ""does not operate under the aegis of the University of Oxford or those other institutions"" y que solo CONTRATA las instalaciones: es un proveedor de programas, no una institucion acreditada. Las sedes incluyen Oxford, Cambridge, Londres, Yale y Nueva York (y MIT/Penn en 2026), asi que el pais de la ficha (""UK"", ciudad ""Oxford"") describe solo una parte. `puede_vender` INCONSISTENTE: dice ""High School"" y ""Todos los programas"" y no hay ni High School ni titulaciones, solo verano no acreditado."
12,corregir,nombre distinto al real,Baylor University,si,isc.baylor.edu,Baylor University International Study Center,parcial,no existe (isc.baylor.edu/programs da 404),0,—,institucion,"FICHA MUERTA COMERCIALMENTE. El dominio responde 200 pero sirve UNA sola pagina de aviso: ""Our contract with the university is in its final year... the ISC will be operated by Baylor starting in January 2024. Baylor University ISC's last Study Group student intake was August 2023."" No hay ningun catalogo que extraer. `partner_group`=""Study Group"" ya NO aplica desde ene-2024, y `puede_vender` promete ""International Year, Master, Undergraduate Degree"" que por este canal ya no existen. Reapuntar a admissions.web.baylor.edu/admission/international/international-gateway-program (unico link util de la pagina) o dar de baja."
12,inservible,no es una institución (red),TAFE Queensland,si,tafeqld.edu.au (www redirige al apex),TAFE Queensland (RTO 0275 · PRV13003),si,https://tafeqld.edu.au/courses,400+,"Certificados (I a IV), Diploma, Advanced Diploma, Bachelor (higher education), cursos cortos, micro-credenciales, programas de ingles",red,"Es una RED de 60+ sedes agrupadas en 6 regiones (Greater Brisbane, Gold Coast, Sunshine Coast, Wide Bay Burnett, North Queensland, Darling Downs & South West), no un campus unico: la extraccion tiene que manejar la dimension ""location"" o generara 400 programas sin lugar. Catalogo servido por buscador dinamico (/search-results), no enumerable en HTML plano. Ficha sin category, sin partner_group y con `puede_vender` VACIO pese a 400+ cursos."
12,inservible,no es una institución (agencia),QS,si,admissions.qs.com,QS Student Recruitment (plataforma construida sobre Appian Corporation),parcial,no aplica,0,—,agencia,"NO ES UNA INSTITUCION Y NO TIENE CATALOGO. La URL de la ficha es la pantalla de LOGIN de un SaaS de admisiones de QS (Quacquarelli Symonds), con usuario/contrasena y SSO. Nada extraible sin credenciales. La ficha es coherente consigo misma (category=""Proveedor"", puede_vender vacio) pero no pinta nada en un catalogo de instituciones: candidata a mover a otra tabla o dar de baja."
12,revisar_a_mano,catálogo no enumerable,Royal Melbourne Institute of Technology (RMIT),si,www.rmit.edu.au,RMIT University,si,https://www.rmit.edu.au/study-with-us/levels-of-study,? (cientos; ~20+ areas de estudio),"Pregrado, Postgrado, Vocacional (TAFE), pre-universitario, online",institucion,"CATALOGO NO ENUMERABLE: el home es un buscador (""Search courses"") y la navegacion es por area (/study-with-us/engineering, /design, ...), no hay lista estatica. La extraccion posterior necesita recorrer nivel x area. Ficha sin category, sin partner_group y con `puede_vender` VACIO: una de las universidades mas grandes de Australia hoy no es vendible segun el dato."
12,corregir,dominio obsoleto,Torrens University Australia,redirige,www.torrens.edu.au (desde www.tua.edu.au),Torrens University Australia Ltd · ABN 99 154 937 005 · RTO 41343 · TEQSA PRV12209,si,https://www.torrens.edu.au/courses,300+ (declarado en el sitio),"Pregrado, Postgrado, dobles titulaciones, Higher Degrees by Research",institucion,"El dominio de la ficha (tua.edu.au) REDIRIGE a otro dominio (torrens.edu.au) — actualizar el dato. /courses es un hub de 7 categorias con ejemplos, no una lista: no enumerable directamente. El dominio alberga marcas/colegios internos absorbidos (Billy Blue College of Design, Blue Mountains International Hotel Management School): comportamiento de dominio compartido, hay que decidir si esas escuelas son fichas propias. 5 campus (Sydney, Melbourne, Brisbane, Adelaide, Blue Mountains). Ficha sin category y con `puede_vender` VACIO."
12,observacion,"`puede_vender` INCONSISTENTE en dos frentes: habilita ""Pregrado & Postgrado"" cuando no existe ningun pregrado/grado, y h",IEM Digital Business School,si,iembs.com,IEM Digital Business School — Escuela de Negocios en Valencia,si,https://iembs.com/masters/ y https://iembs.com/cursos/,~20-30,"Master (~10), dobles titulaciones master (~5), cursos intensivos (~15), formacion in-company. NO hay grado ni FP",institucion,"`puede_vender` INCONSISTENTE en dos frentes: habilita ""Pregrado & Postgrado"" cuando no existe ningun pregrado/grado, y habilita ""Vocacionales (Cert, Dip, Adv Dip)"" cuando no hay FP ni titulos vocacionales oficiales — solo postgrado privado y cursos cortos. Ademas `ciudad`=null cuando el sitio dice Valencia, y `category`=null. El catalogo esta partido en dos paginas (/masters/ y /cursos/), no hay una sola."
12,inservible,dominio muerto,Intensive English Language Institute (IELI),no,—,—,?,—,—,—,?,"DOMINIO MUERTO confirmado contra DNS publico 8.8.8.8: NXDOMAIN tanto en www.ieli.com.au como en el apex ieli.com.au (""Non-existent domain""). No es un 403 ni un challenge de Cloudflare: el dominio no existe y no hay a que conectarse (curl code=000 en http y https). Ficha sin category, sin partner_group y con `puede_vender` vacio → dar de baja o pedir el dominio actual al partner."
12,inservible,duplicado de otra ficha,La Trobe University,bloquea,www.latrobe.edu.au,?,?,?,?,?,institucion,"Mismo Cloudflare challenge que la ficha de Sydney (403 + `Cf-Mitigated: challenge` con UA de Chrome). Sitio vivo, no auditable por fetch. DUPLICADO: comparte dominio exacto con ""La Trobe University Sydney"" en este mismo lote, pero con `puede_vender` DISTINTO (aqui: Pregrado & Postgrado + Study abroad + Idiomas + Todos los programas; alla: Foundation & Pre master + Vocacionales + Todos los programas) y `partner_group` distinto (aqui null, alla Navitas). Hay que decidir cual es la ficha buena ANTES de extraer o se duplicara el catalogo entero de La Trobe con permisos comerciales contradictorios."
12,inservible,no es una institución (agencia),Whitecliffe University of Applied Sciences,si,"www.oxfordinternational.com (micrositio del partner, no dominio propio)","Whitecliffe University of Applied Sciences · nombres comerciales ""Whitecliffe University Berlin"" y ""Whitecliffe""; antes Berlin International University of Applied Sciences",si,https://www.oxfordinternational.com/courses/?_course_partner=50292,9,"Bachelor y Master en Arquitectura, Diseno de Interiores y Business/MBA · 100% en ingles",agencia,"PAIS Y CIUDAD ERRADOS: la ficha dice UK / Belfast y la universidad esta en BERLIN, ALEMANIA (Charlottenburg), es privada state-recognised y parte del BAU Global Education Network (fundada 2012 como satelite de Bahcesehir University, Estambul). Ojo con el nombre: existe ademas un ""Whitecliffe"" en Nueva Zelanda — verificar que la ficha no este mezclando dos instituciones. Segundo problema: el dominio no es el de la institucion sino la pagina de partner de Oxford International, asi que lo extraible son los 9 programas curados por el agente, no el catalogo real. `puede_vender` VACIO pese a partner_group=""Oxford International""."
13,observacion,"Es un COLEGIO K-12 australiano (CRICOS 00355F), no un proveedor de cursos: no tiene catalogo enumerable de programas, la",Westbourne Grammar School,si,www.westbournegrammar.com,Westbourne Grammar School,si,"https://www.westbournegrammar.com/learning/our-approach/ (secciones /learning/early-learning, /middle-school, /senior-school)",n/a — no hay catalogo de programas,"K-12 (Early Learning a Year 12, VCE) + short-stay para internacionales",institucion,"Es un COLEGIO K-12 australiano (CRICOS 00355F), no un proveedor de cursos: no tiene catalogo enumerable de programas, la extraccion posterior no encontrara nada que listar. `tipo_adivinado`=""curso_corto"" es incorrecto. Lo unico vendible a un internacional vive en /international/ (matricula regular) y /international/short-stay-programs/. El home es JS-driven; el sitemap.xml si es navegable."
13,inservible,no es una institución (agencia),The University of Oklahoma,si,www.ou.intostudy.com,University of Oklahoma — micrositio operado por INTO University Partnerships Ltd,parcial,https://www.ou.intostudy.com/en/degrees,170+ pregrado (postgrado sin conteo publicado),"Pregrado, Postgrado, pathway",agencia,"El dominio de la ficha NO es el de la universidad (ou.edu) sino el micrositio del partner INTO. Lo que se extraiga es el catalogo curado por INTO, no el catalogo real de OU. Coherente con partner_group=INTO, pero hay que saberlo antes de extraer. Mismo patron que New England College en el lote 05."
13,corregir,nombre distinto al real,Language ON,si,languageonschools.com,LANGUAGE ON Schools,parcial,https://languageonschools.com/es/nuestros-cursos/,~8-10,"Solo idiomas: ingles general/intensivo/semi-intensivo, business, reduccion de acento, TOEFL/IELTS, online, privadas",institucion (red de ~11 sedes propias),"`puede_vender` INCONSISTENTE: incluye ""Todos los programas"" pero la escuela SOLO da ingles — el sitio declara explicitamente que el programa ""no esta disenado para calificar para empleo"". Ademas `ciudad` esta incompleta: la ficha lista 6 sedes y el sitio lista ~11 (suma Miami Beach, Boca Raton, West Palm Beach, Newark, Boston, LA). Opera parte de la red via partners (inlingua Washington DC, My Study Agency): no todas las sedes son propias."
13,corregir,nombre distinto al real,OntarioTech University,si,ontariotechu.ca,Ontario Tech University,parcial,https://ontariotechu.ca/programs/,? — 6 facultades + School of AI + School of Graduate and Postdoctoral Studies; 100+ programas co-op de entrada directa,"Pregrado, Postgrado, transferencia college-to-university, educacion continua, online",institucion,"El nombre real lleva espacio (""Ontario Tech University""); la ficha escribe ""OntarioTech"". `ciudad`=""Ontario"" es la PROVINCIA, no la ciudad — el campus esta en Oshawa. `puede_vender` habilita ""Foundation & Pre master"" y el sitio NO publica foundation ni pre-master: solo transferencia desde college. Verificar antes de vender pathway aqui."
13,corregir,"apunta al dominio del grupo, no al propio",UP Education,si,www.up.education,UP Education,si,https://www.up.education/study/tertiary-providers,270 cursos declarados · ~21 instituciones miembro · 64 campus,Vocacional/tertiary hasta pathway universitario,red (grupo paraguas),"ES UN GRUPO PARAGUAS, no una institucion. Agrupa ~21 colleges con marca y sitio propios (Yoobee, NZMA, NZ School of Tourism, NZ Institute of Sport, NZTC, ICHM, Endeavour, Monarch, Acknowledge Education, Builders Academy, Swinburne Open Ed...). Extraer de este dominio traera un INDICE DE PROVEEDORES, no programas: cada miembro necesita su propia ficha. Ademas `pais`=""International"" esconde que el alcance real es Australia + Nueva Zelanda."
13,corregir,dominio obsoleto,Charles Darwin University (Sydney),redirige,www.cdu.edu.au/locations/sydney-campus (desde /international/study-sydney),Charles Darwin University,si,https://www.cdu.edu.au/study/sydney-courses,8,"SOLO maestrias — Data Science, IT (Cyber Security), IT (Information Systems), Project Management, Professional Accounting x2, MBA x2",institucion,"La URL de la ficha redirige a otro path — actualizar. El campus de Sydney (Level 7, 815 George St, Haymarket) ofrece EXCLUSIVAMENTE postgrado: `tipo_adivinado`=""curso_corto"" es incorrecto y `puede_vender` esta vacio. Es un subconjunto del catalogo de CDU, no la universidad completa: no subir al dominio raiz al extraer. No se detecto operador tercero en el campus."
13,observacion,"`category`=""College Público"" es INCORRECTO: es un college PRIVADO operado por Navitas (coherente con partner_group=Navit",Griffith college,si,www.griffithcollege.edu.au,Griffith College,si,https://www.griffithcollege.edu.au/study-options/,~13,"Diploma (11 areas), Foundation (1), Masters Qualifying Program (1)",institucion,"`category`=""College Público"" es INCORRECTO: es un college PRIVADO operado por Navitas (coherente con partner_group=Navitas). No otorga titulos propios — es pathway hacia Griffith University, se posiciona como ""a more supported start to university"". `puede_vender` duplica el mismo concepto dos veces (""Foundation & Pre master"" y ""Foundation, Year 1, Pre master""): ruido en el dato. Campus: Brisbane City, Gold Coast (Southport) y online."
13,inservible,dominio muerto,iEdu.Study,no,"— el dominio de la ficha no existe; el real es iedu.study, que hace 301 a https://amet.com.au/iEdu.study/",AMET Education,no,https://amet.com.au/iedu-study/,400+ cursos Emeritus (de 85+ universidades) + grados IU Berlin,"Profesional/ejecutivo (Emeritus); Bachelor, Master y MBA (IU Berlin)",agencia,"FICHA ROTA + FANTASMA. `sitio`=""www.iedu.study.com"" es NXDOMAIN confirmado contra 8.8.8.8 — el dominio esta MALFORMADO (sobra el "".com""; el TLD real es .study). El dominio bueno, iedu.study, redirige a AMET Education, que se define textualmente como ""an international student recruitment agency"": es una AGENCIA, no una institucion. Y nada de lo que ofrece es propio: revende Emeritus e IU Berlin (universidad ALEMANA), pese a que la ficha dice pais=Australia. Ninguna de las tres cosas de la ficha (dominio, tipo, pais) sobrevive la verificacion."
